Host,Protocol,Local Address,Port,State
ts4usrdb02tacsc002,tcp,10.217.86.36,14316,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.36,14317,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.36,1858,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.36,1859,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.36,1888,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.36,1889,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.36,20022,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.36,22,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.36,38080,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.36,38443,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.36,65002,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.36,65202,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.98,1888,LISTEN
ts4usrdb02tacsc002,tcp,10.217.86.98,1889,LISTEN
ts4usrdb02tacsc002,tcp,192.168.148.23,1888,LISTEN
ts4usrdb02tacsc002,tcp,192.168.148.23,1889,LISTEN
ts4usrdb02tacsc002,tcp,192.168.148.23,20022,LISTEN
ts4usrdb02tacsc002,tcp,192.168.148.23,22,LISTEN
ts4usrdb02tacsc002,tcp,192.168.96.36,1858,LISTEN
ts4usrdb02tacsc002,tcp,192.168.96.36,1859,LISTEN
ts4usrdb02tacsc002,tcp,192.168.96.36,1863,LISTEN
ts4usrdb02tacsc002,tcp,192.168.96.36,1868,LISTEN
ts4usrdb02tacsc002,tcp,192.168.96.36,1869,LISTEN
ts4usrdb02tacsc002,tcp,192.168.96.36,1888,LISTEN
ts4usrdb02tacsc002,tcp,192.168.96.36,1889,LISTEN
ts4usrdb02tacsc002,tcp,192.168.96.36,20022,LISTEN
ts4usrdb02tacsc002,tcp,192.168.96.36,22,LISTEN
ts4usrdb02tacsc002,tcp,192.168.96.36,5679,LISTEN
ts4usrdb02tacsc002,tcp,192.168.96.98,1888,LISTEN
ts4usrdb02tacsc002,tcp,192.168.96.98,1889,LISTEN
ts4usrdb02tacsc002,tcp,,,LISTEN
ts4zookeeper01tacsc001,tcp,10.217.86.88,11600,LISTEN
ts4zookeeper01tacsc001,tcp,10.217.86.88,14311,LISTEN
ts4zookeeper01tacsc001,tcp,10.217.86.88,14314,LISTEN
ts4zookeeper01tacsc001,tcp,10.217.86.88,14316,LISTEN
ts4zookeeper01tacsc001,tcp,10.217.86.88,14317,LISTEN
ts4zookeeper01tacsc001,tcp,10.217.86.88,20022,LISTEN
ts4zookeeper01tacsc001,tcp,10.217.86.88,22,LISTEN
ts4zookeeper01tacsc001,tcp,10.217.86.88,65002,LISTEN
ts4zookeeper01tacsc001,tcp,10.217.86.88,65202,LISTEN
ts4zookeeper01tacsc001,tcp,192.168.96.85,11600,LISTEN
ts4zookeeper01tacsc001,tcp,192.168.96.85,3888,LISTEN
ts4zookeeper01tacsc001,tcp,,,LISTEN
ts4zookeeper01tacsc002,tcp,10.217.86.89,11600,LISTEN
ts4zookeeper01tacsc002,tcp,10.217.86.89,14311,LISTEN
ts4zookeeper01tacsc002,tcp,10.217.86.89,14314,LISTEN
ts4zookeeper01tacsc002,tcp,10.217.86.89,14316,LISTEN
ts4zookeeper01tacsc002,tcp,10.217.86.89,14317,LISTEN
ts4zookeeper01tacsc002,tcp,10.217.86.89,20022,LISTEN
ts4zookeeper01tacsc002,tcp,10.217.86.89,22,LISTEN
ts4zookeeper01tacsc002,tcp,10.217.86.89,65002,LISTEN
ts4zookeeper01tacsc002,tcp,10.217.86.89,65202,LISTEN
ts4zookeeper01tacsc002,tcp,192.168.96.89,11600,LISTEN
ts4zookeeper01tacsc002,tcp,192.168.96.89,2888,LISTEN
ts4zookeeper01tacsc002,tcp,192.168.96.89,3888,LISTEN
ts4zookeeper01tacsc002,tcp,,,LISTEN
ts4zookeeper01tacsc003,tcp,10.217.86.90,11600,LISTEN
ts4zookeeper01tacsc003,tcp,10.217.86.90,14314,LISTEN
ts4zookeeper01tacsc003,tcp,10.217.86.90,14316,LISTEN
ts4zookeeper01tacsc003,tcp,10.217.86.90,14317,LISTEN
ts4zookeeper01tacsc003,tcp,10.217.86.90,20022,LISTEN
ts4zookeeper01tacsc003,tcp,10.217.86.90,22,LISTEN
ts4zookeeper01tacsc003,tcp,10.217.86.90,65002,LISTEN
ts4zookeeper01tacsc003,tcp,10.217.86.90,65202,LISTEN
ts4zookeeper01tacsc003,tcp,192.168.96.87,11600,LISTEN
ts4zookeeper01tacsc003,tcp,192.168.96.87,3888,LISTEN
ts4zookeeper01tacsc003,tcp,,,LISTEN
